frame,timestamp_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2
0,0.0,1,1,yellow_stone,0.9398133754730225,1097.9593505859375,408.77203369140625,1211.5953369140625,517.807373046875
0,0.0,2,1,yellow_stone,0.927552342414856,900.4598388671875,605.04248046875,1015.287109375,711.1240234375
1,0.016683333333333335,1,1,yellow_stone,0.9397192597389221,1098.9930419921875,409.85821533203125,1207.16455078125,516.9978637695312
1,0.016683333333333335,2,1,yellow_stone,0.9095579385757446,901.6646118164062,602.397216796875,1014.1883544921875,702.72216796875
2,0.03336666666666667,1,1,yellow_stone,0.8743880391120911,1099.468505859375,412.03228759765625,1205.4991455078125,512.9058837890625
2,0.03336666666666667,2,1,yellow_stone,0.9077584743499756,898.0342407226562,596.1229248046875,1012.4462890625,706.3603515625
2,0.03336666666666667,3,0,red_stone,0.8999184966087341,972.4375,137.869384765625,1059.1429443359375,220.80905151367188
3,0.050050000000000004,1,1,yellow_stone,0.9105401635169983,1097.031005859375,409.9568786621094,1206.637939453125,517.3232421875
3,0.050050000000000004,2,1,yellow_stone,0.8976810574531555,896.7804565429688,588.6447143554688,1014.8468627929688,706.0612182617188
3,0.050050000000000004,3,0,red_stone,0.9393355250358582,969.7614135742188,145.37159729003906,1054.10498046875,220.42449951171875
4,0.06673333333333334,1,1,yellow_stone,0.886570155620575,1097.8697509765625,414.4539489746094,1205.080810546875,513.3546752929688
4,0.06673333333333334,2,1,yellow_stone,0.9089345932006836,898.8928833007812,585.5567626953125,1012.1124877929688,694.426513671875
4,0.06673333333333334,3,0,red_stone,0.9264590740203857,967.6519775390625,154.6591339111328,1052.9373779296875,223.06520080566406
4,0.06673333333333334,4,0,red_stone,0.8903424739837646,1028.1856689453125,278.3121337890625,1135.1273193359375,374.8450927734375
5,0.08341666666666667,1,1,yellow_stone,0.8643012642860413,1097.5860595703125,416.3082275390625,1202.68310546875,512.4173583984375
